6.9,28.7,29.7,30.7,31.7,32.7,33.7,34.7,35.7,36.7,37.7,38.7,39.7,40.7,41.5,42.3,43.1,43.9,44.7,45.1,45.5,45.9,46.3,46.7,46.8,46.9,46.9,46.9,46.9,46.9,46.9,46.9,46.9
7,29,30,31,32,33,34,35,36,37,38,39,40,41,41.8,42.6,43.4,44.2,45,45.4,45.8,46.2,46.6,47,47.1,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2
7.1,29.3,30.3,31.3,32.3,33.3,34.3,35.3,36.3,37.3,38.3,39.3,40.3,41.3,42.1,42.9,43.7,44.5,45.3,45.7,46.1,46.5,46.9,47.3,47.4,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5
7.2,29.6,30.6,31.6,32.6,33.6,34.6,35.6,36.6,37.6,38.6,39.6,40.6,41.6,42.4,43.2,44,44.8,45.6,46,46.4,46.8,47.2,47.6,47.7,47.8,47.8,47.8,47.8,47.8,47.8,47.8,47.8
7.3,29.9,30.9,31.9,32.9,33.9,34.9,35.9,36.9,37.9,38.9,39.9,40.9,41.9,42.7,43.5,44.3,45.1,45.9,46.3,46.7,47.1,47.5,47.9,48,48.1,48.1,48.1,48.1,48.1,48.1,48.1,48.1
7.4,30.2,31.2,32.2,33.2,34.2,35.2,36.2,37.2,38.2,39.2,40.2,41.2,42.2,43,43.8,44.6,45.4,46.2,46.6,47,47.4,47.8,48.2,48.3,48.4,48.4,48.4,48.4,48.4,48.4,48.4,48.4
7.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.3,44.1,44.9,45.7,46.5,46.9,47.3,47.7,48.1,48.5,48.6,48.7,48.7,48.7,48.7,48.7,48.7,48.7,48.7
7.6,30.8,31.8,32.8,33.8,34.8,35.8,36.8,37.8,38.8,39.8,40.8,41.8,42.8,43.6,44.4,45.2,46,46.8,47.2,47.6,48,48.4,48.8,48.9,49,49,49,49,49,49,49,49
7.7,31.1,32.1,33.1,34.1,35.1,36.1,37.1,38.1,39.1,40.1,41.1,42.1,43.1,43.9,44.7,45.5,46.3,47.1,47.5,47.9,48.3,48.7,49.1,49.2,49.3,49.3,49.3,49.3,49.3,49.3,49.3,49.3
7.8,31.4,32.4,33.4,34.4,35.4,36.4,37.4,38.4,39.4,40.4,41.4,42.4,43.4,44.2,45,45.8,46.6,47.4,47.8,48.2,48.6,49,49.4,49.5,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6
7.9,31.7,32.7,33.7,34.7,35.7,36.7,37.7,38.7,39.7,40.7,41.7,42.7,43.7,44.5,45.3,46.1,46.9,47.7,48.1,48.5,48.9,49.3,49.7,49.8,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9
8,32,33,34,35,36,37,38,39,40,41,42,43,44,44.8,45.6,46.4,47.2,48,48.4,48.8,49.2,49.6,50,50.1,50.2,50.2,50.2,50.2,50.2,50.2,50.2,50.2
8.1,32.3,33.3,34.3,35.3,36.3,37.3,38.3,39.3,40.3,41.3,42.3,43.3,44.3,45.1,45.9,46.7,47.5,48.3,48.7,49.1,49.5,49.9,50.3,50.4,50.5,50.5,50.5,50.5,50.5,50.5,50.5,50.5
8.2,32.6,33.6,34.6,35.6,36.6,37.6,38.6,39.6,40.6,41.6,42.6,43.6,44.6,45.4,46.2,47,47.8,48.6,49,49.4,49.8,50.2,50.6,50.7,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8
8.3,32.9,33.9,34.9,35.9,36.9,37.9,38.9,39.9,40.9,41.9,42.9,43.9,44.9,45.7,46.5,47.3,48.1,48.9,49.3,49.7,50.1,50.5,50.9,51,51.1,51.1,51.1,51.1,51.1,51.1,51.1,51.1
8.4,33.2,34.2,35.2,36.2,37.2,38.2,39.2,40.2,41.2,42.2,43.2,44.2,45.2,46,46.8,47.6,48.4,49.2,49.6,50,50.4,50.8,51.2,51.3,51.4,51.4,51.4,51.4,51.4,51.4,51.4,51.4
8.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.3,47.1,47.9,48.7,49.5,49.9,50.3,50.7,51.1,51.5,51.6,51.7,51.7,51.7,51.7,51.7,51.7,51.7,51.7
8.6,33.8,34.8,35.8,36.8,37.8,38.8,39.8,40.8,41.8,42.8,43.8,44.8,45.8,46.6,47.4,48.2,49,49.8,50.2,50.6,51,51.4,51.8,51.9,52,52,52,52,52,52,52,52
8.7,34.1,35.1,36.1,37.1,38.1,39.1,40.1,41.1,42.1,43.1,44.1,45.1,46.1,46.9,47.7,48.5,49.3,50.1,50.5,50.9,51.3,51.7,52.1,52.2,52.3,52.3,52.3,52.3,52.3,52.3,52.3,52.3
8.8,34.4,35.4,36.4,37.4,38.4,39.4,40.4,41.4,42.4,43.4,44.4,45.4,46.4,47.2,48,48.8,49.6,50.4,50.8,51.2,51.6,52,52.4,52.5,52.6,52.6,52.6,52.6,52.6,52.6,52.6,52.6
8.9,34.7,35.7,36.7,37.7,38.7,39.7,40.7,41.7,42.7,43.7,44.7,45.7,46.7,47.5,48.3,49.1,49.9,50.7,51.1,51.5,51.9,52.3,52.7,52.8,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9
9,35,36,37,38,39,40,41,42,43,44,45,46,47,47.8,48.6,49.4,50.2,51,51.4,51.8,52.2,52.6,53,53.1,53.2,53.2,53.2,53.2,53.2,53.2,53.2,53.2
9.1,35.3,36.3,37.3,38.3,39.3,40.3,41.3,42.3,43.3,44.3,45.3,46.3,47.3,48.1,48.9,49.7,50.5,51.3,51.7,52.1,52.5,52.9,53.3,53.4,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5
9.2,35.6,36.6,37.6,38.6,39.6,40.6,41.6,42.6,43.6,44.6,45.6,46.6,47.6,48.4,49.2,50,50.8,51.6,52,52.4,52.8,53.2,53.6,53.7,53.8,53.8,53.8,53.8,53.8,53.8,53.8,53.8
9.3,35.9,36.9,37.9,38.9,39.9,40.9,41.9,42.9,43.9,44.9,45.9,46.9,47.9,48.7,49.5,50.3,51.1,51.9,52.3,52.7,53.1,53.5,53.9,54,54.1,54.1,54.1,54.1,54.1,54.1,54.1,54.1
9.4,36.2,37.2,38.2,39.2,40.2,41.2,42.2,43.2,44.2,45.2,46.2,47.2,48.2,49,49.8,50.6,51.4,52.2,52.6,53,53.4,53.8,54.2,54.3,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4
9.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.3,50.1,50.9,51.7,52.5,52.9,53.3,53.7,54.1,54.5,54.6,54.7,54.7,54.7,54.7,54.7,54.7,54.7,54.7
9.6,36.8,37.8,38.8,39.8,40.8,41.8,42.8,43.8,44.8,45.8,46.8,47.8,48.8,49.6,50.4,51.2,52,52.8,53.2,53.6,54,54.4,54.8,54.9,55,55,55,55,55,55,55,55
9.7,37.1,38.1,39.1,40.1,41.1,42.1,43.1,44.1,45.1,46.1,47.1,48.1,49.1,49.9,50.7,51.5,52.3,53.1,53.5,53.9,54.3,54.7,55.1,55.2,55.3,55.3,55.3,55.3,55.3,55.3,55.3,55.3
9.8,37.4,38.4,39.4,40.4,41.4,42.4,43.4,44.4,45.4,46.4,47.4,48.4,49.4,50.2,51,51.8,52.6,53.4,53.8,54.2,54.6,55,55.4,55.5,55.6,55.6,55.6,55.6,55.6,55.6,55.6,55.6
9.9,37.7,38.7,39.7,40.7,41.7,42.7,43.7,44.7,45.7,46.7,47.7,48.7,49.7,50.5,51.3,52.1,52.9,53.7,54.1,54.5,54.9,55.3,55.7,55.8,55.9,55.9,55.9,55.9,55.9,55.9,55.9,55.9
10,38,39,40,41,42,43,44,45,46,47,48,49,50,50.8,51.6,52.4,53.2,54,54.4,54.8,55.2,55.6,56,56.1,56.2,56.2,56.2,56.2,56.2,56.2,56.2,56.2
10.1,38.3,39.3,40.3,41.3,42.3,43.3,44.3,45.3,46.3,47.3,48.3,49.3,50.3,51.1,51.9,52.7,53.5,54.3,54.7,55.1,55.5,55.9,56.3,56.4,56.5,56.5,56.5,56.5,56.5,56.5,56.5,56.5
10.2,38.6,39.6,40.6,41.6,42.6,43.6,44.6,45.6,46.6,47.6,48.6,49.6,50.6,51.4,52.2,53,53.8,54.6,55,55.4,55.8,56.2,56.6,56.7,56.8,56.8,56.8,56.8,56.8,56.8,56.8,56.8
10.3,38.9,39.9,40.9,41.9,42.9,43.9,44.9,45.9,46.9,47.9,48.9,49.9,50.9,51.7,52.5,53.3,54.1,54.9,55.3,55.7,56.1,56.5,56.9,57,57.1,57.1,57.1,57.1,57.1,57.1,57.1,57.1
10.4,39.2,40.2,41.2,42.2,43.2,44.2,45.2,46.2,47.2,48.2,49.2,50.2,51.2,52,52.8,53.6,54.4,55.2,55.6,56,56.4,56.8,57.2,57.3,57.4,57.4,57.4,57.4,57.4,57.4,57.4,57.4
10.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.3,53.1,53.9,54.7,55.5,55.9,56.3,56.7,57.1,57.5,57.6,57.7,57.7,57.7,57.7,57.7,57.7,57.7,57.7
10.6,39.8,40.8,41.8,42.8,43.8,44.8,45.8,46.8,47.8,48.8,49.8,50.8,51.8,52.6,53.4,54.2,55,55.8,56.2,56.6,57,57.4,57.8,57.9,58,58,58,58,58,58,58,58
10.7,40.1,41.1,42.1,43.1,44.1,45.1,46.1,47.1,48.1,49.1,50.1,51.1,52.1,52.9,53.7,54.5,55.3,56.1,56.5,56.9,57.3,57.7,58.1,58.2,58.3,58.3,58.3,58.3,58.3,58.3,58.3,58.3
10.8,40.4,41.4,42.4,43.4,44.4,45.4,46.4,47.4,48.4,49.4,50.4,51.4,52.4,53.2,54,54.8,55.6,56.4,56.8,57.2,57.6,58,58.4,58.5,58.6,58.6,58.6,58.6,58.6,58.6,58.6,58.6
10.9,40.7,41.7,42.7,43.7,44.7,45.7,46.7,47.7,48.7,49.7,50.7,51.7,52.7,53.5,54.3,55.1,55.9,56.7,57.1,57.5,57.9,58.3,58.7,58.8,58.9,58.9,58.9,58.9,58.9,58.9,58.9,58.9
